cliente,total_pedidos,valor_total,ticket_medio,primeira_compra,ultima_compra
MERCADINHO VENCEDOR,265,46174.87,174.24,2026-02-01 00:00:00,2026-02-01 00:00:00
NOSSA KAZA 2,236,46167.26,195.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER KUCHAK LJ2,456,46149.43,101.2,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ARMELIN LJ3,252,46139.25,183.09,2026-02-01 00:00:00,2026-02-01 00:00:00
LOCATELLI SUPERMERCADOS LJ21,305,46126.75,151.24,2026-02-01 00:00:00,2026-02-01 00:00:00
PARANAIBA TUPI,375,46125.16,123.0,2026-02-01 00:00:00,2026-02-01 00:00:00
PEG PAG BARBOSA,289,46063.46,159.39,2026-02-01 00:00:00,2026-02-01 00:00:00
NOSSA KAZA SUPERMERCADOS 13,257,46055.73,179.21,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SANTA RITA,555,46052.47,82.98,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS ALEXANDRE,243,46051.58,189.51,2026-02-01 00:00:00,2026-02-01 00:00:00
LOCATELLI SUPERMERCADOS LJ28,411,46042.4,112.03,2026-02-01 00:00:00,2026-02-01 00:00:00
LIMA SUPERMERCADOS LJ3,325,46040.31,141.66,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAKURADA,274,46034.27,168.01,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BODEGAO,261,46034.0,176.38,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER NOVO LJ7,538,46025.97,85.55,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ROSALINA 8,339,46025.14,135.77,2026-02-01 00:00:00,2026-02-01 00:00:00
SAO JOAO SUPERMERCADOS GUARANESIA LJ8,404,46015.65,113.9,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO VENDRAMINI,613,45998.02,75.04,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUL AMERICA LJ3,318,45990.91,144.63,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SANTO EXPEDITO LJ1,375,45988.8,122.64,2026-02-01 00:00:00,2026-02-01 00:00:00
FERREIRASUPERMERCADOS,381,45986.21,120.7,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACAREJO IDEAL LJ16,457,45980.0,100.61,2026-02-01 00:00:00,2026-02-01 00:00:00
LENINHA SUPERMERCADOS,260,45972.7,176.82,2026-02-01 00:00:00,2026-02-01 00:00:00
STANGHERLIN SUPERMERCADOS VISC DE PELOTAS,410,45966.17,112.11,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP SAO JORGE 2,535,45959.79,85.91,2026-02-01 00:00:00,2026-02-01 00:00:00
SMART SUPER ECONOMICO LJ1,234,45949.48,196.37,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DA PRACA 6,343,45943.9,133.95,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO LITORAL LJ5,240,45942.22,191.43,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL REIS LOJA 027,397,45939.64,115.72,2026-02-01 00:00:00,2026-02-01 00:00:00
SACOLAO DO POVO LJ1,336,45912.81,136.65,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PAULISTA LJ 6,262,45906.04,175.21,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DEZANI LJ3,254,45882.9,180.64,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS CARAJAS,422,45879.6,108.72,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO KARINNE,264,45874.5,173.77,2026-02-01 00:00:00,2026-02-01 00:00:00
ARAUJO SUPERMERCADOS 2,459,45815.82,99.82,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP COTRIEL CAMPOS BORGES 17,226,45813.1,202.71,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO BELINELLI,318,45810.27,144.06,2026-02-01 00:00:00,2026-02-01 00:00:00
VAREJAO TIMBAUBENSE LJ2,261,45798.78,175.47,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ROSARIO CENTRO,345,45795.15,132.74,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERBOM SUPERMERCADO,469,45787.77,97.63,2026-02-01 00:00:00,2026-02-01 00:00:00
BALAIO SUPERMERCADO 2,495,45759.05,92.44,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO VENEZA 1 TUNAPOLIS,282,45752.12,162.24,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP VALENTE MATRIZ 1,285,45741.87,160.5,2026-02-01 00:00:00,2026-02-01 00:00:00
SERVE BEM MAX LJ2,396,45741.36,115.51,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E SACOLAO CEDRAL,314,45731.4,145.64,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ALVES,739,45716.72,61.86,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO RIBEIRO III,272,45712.57,168.06,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS JM RAMOS LJ6,343,45703.87,133.25,2026-02-01 00:00:00,2026-02-01 00:00:00
CENTERMASTERSUL LJ3,400,45689.99,114.22,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SANTA TEREZINHA LJ3,429,45687.82,106.5,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SERV BEM 2,258,45679.62,177.05,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CASTRO PR,245,45678.48,186.44,2026-02-01 00:00:00,2026-02-01 00:00:00
OESTE SUPERMERCADO LJ2,398,45667.18,114.74,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO NATACHA LJ1,397,45667.07,115.03,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO UNIAO II,323,45665.15,141.38,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TRENTO,328,45656.33,139.2,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FRIGOLIMA MULTISHOW LJ5,323,45648.46,141.33,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO AGUIAR,630,45645.67,72.45,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CARVALHO LJ3,265,45645.45,172.25,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO JRM,369,45641.5,123.69,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ZAMPIROLLI LJ01,299,45635.51,152.63,2026-02-01 00:00:00,2026-02-01 00:00:00
PRIME SETUBAL,422,45620.8,108.11,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS NICOLINI 23,427,45620.31,106.84,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO WOLLMANN LJ03,269,45618.6,169.59,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ELDORADO MARIANA,141,45616.99,323.52,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS NOBRE 5,188,45605.61,242.58,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BELO,471,45600.04,96.82,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO LOS SANTOS LJ2,203,45576.77,224.52,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO DANIELLY,408,45575.66,111.71,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL MONLEVADE,313,45572.2,145.6,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ECONOMICO LJ11,408,45563.73,111.68,2026-02-01 00:00:00,2026-02-01 00:00:00
PAEZE SUPERMERCADO LJ3,268,45554.9,169.98,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP SUPER SO 13,403,45544.57,113.01,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADAO,376,45489.42,120.98,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MEGA,379,45460.01,119.95,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERM O CESTAO 3,310,45456.92,146.64,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DU BAIRRO TERRA FIRME,386,45455.6,117.76,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PINHEIRAO 3,392,45429.46,115.89,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO FAMILIAR,460,45428.77,98.76,2026-02-01 00:00:00,2026-02-01 00:00:00
EXTREMOZ SUPERMERCADOS,224,45417.11,202.75,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DUVALE LJ1,294,45413.71,154.47,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PIRES JULIO DE CASTILHO VILA ALBA LJ18,271,45411.77,167.57,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO SAO JORGE,492,45411.51,92.3,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER COMPRAS CESARAO,200,45411.09,227.06,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO LAURITA,300,45401.7,151.34,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO TRES PODERES LJ1,240,45391.12,189.13,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS MINATEL LJ3,291,45384.96,155.96,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FRANCIOSI 2,267,45372.74,169.94,2026-02-01 00:00:00,2026-02-01 00:00:00
CARLIM SUPERMERCADOS LJ2,298,45364.99,152.23,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP MAFRA MG,258,45363.64,175.83,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO IRMAOS LEHMKUHL,315,45363.17,144.01,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL REIS LOJA 025,397,45359.52,114.26,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER BANANO,197,45353.77,230.22,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TIRADENTES 2,225,45351.84,201.56,2026-02-01 00:00:00,2026-02-01 00:00:00
PEG E PAG BARATO PRA CARAMBA,350,45347.55,129.56,2026-02-01 00:00:00,2026-02-01 00:00:00
APIUNA ATACAREJO,173,45347.45,262.12,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADAO MARACA LJ3,419,45346.25,108.22,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUPER PERTO LJ2,401,45341.48,113.07,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO HELING LJ2,367,45332.47,123.52,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS SAO FRANCISCO 2,331,45329.09,136.95,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL GOIAS LJ4,290,45310.15,156.24,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER PALMEIRAS,441,45296.42,102.71,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BOM JESUS LJ8,221,45296.05,204.96,2026-02-01 00:00:00,2026-02-01 00:00:00
IQUEGAMI SUPERMERCADO CATANDUVA03,439,45267.89,103.12,2026-02-01 00:00:00,2026-02-01 00:00:00
NOSSA KAZA SUPERMERCADOS 16,286,45253.36,158.23,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FERNANDES LJ4,485,45250.4,93.3,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MENDONCA,411,45241.91,110.08,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO REAL LJ1,295,45232.27,153.33,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DO KIDE,430,45224.62,105.17,2026-02-01 00:00:00,2026-02-01 00:00:00
AVISTAO FREIRE LJ2,331,45196.04,136.54,2026-02-01 00:00:00,2026-02-01 00:00:00
CRAVIL LJ13,346,45194.55,130.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CANTELI,328,45172.38,137.72,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO VELHO CHICO,431,45164.51,104.79,2026-02-01 00:00:00,2026-02-01 00:00:00
HORTIFRUTIGRANJE NOVA RDO LJ3,365,45155.8,123.71,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BENTO,291,45143.21,155.13,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER ZART LJ1,351,45141.22,128.61,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO COMPRE MAIS 4,315,45124.74,143.25,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA SIMOES,195,45119.6,231.38,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP ECONOMICO LJ1,372,45117.9,121.28,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RAINHA 2,297,45102.05,151.86,2026-02-01 00:00:00,2026-02-01 00:00:00
PRIOTTO E CIA 1,409,45085.54,110.23,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO LETICIA,336,45078.27,134.16,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ZANATTA,361,45074.4,124.86,2026-02-01 00:00:00,2026-02-01 00:00:00
WELLINGTON DOS SANTOS ALBUQUERQUE,370,45069.25,121.81,2026-02-01 00:00:00,2026-02-01 00:00:00
VIEZZER SUPER BOQUEIRAO LJ2,367,45061.71,122.78,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP COTRIEL ARROIO TIGRE 26,230,45047.5,195.86,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADAO CEARA,360,45015.99,125.04,2026-02-01 00:00:00,2026-02-01 00:00:00
ARAUJO SUPERMERCADOS,399,45004.62,112.79,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL O MARDONIO PACOTI,347,44997.06,129.67,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PARAISO AZUL,230,44994.21,195.63,2026-02-01 00:00:00,2026-02-01 00:00:00
VAREJAO E SUPERMERCADO PATROCINIO LJ 6,265,44986.47,169.76,2026-02-01 00:00:00,2026-02-01 00:00:00
NUNES LJ 01 JD AEROPORTO,206,44980.56,218.35,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BIANCHI L3,356,44979.88,126.35,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO LUZITA,334,44971.85,134.65,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO RIO JORDAO,384,44941.51,117.04,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SAO SEBASTIAO SUPER REDE,292,44920.41,153.84,2026-02-01 00:00:00,2026-02-01 00:00:00
VAREJAO FERNANDES ITAMOGI,305,44895.47,147.2,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BUENO 2,409,44893.54,109.76,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO FAMILIA LJ1,280,44892.11,160.33,2026-02-01 00:00:00,2026-02-01 00:00:00
SAGRADA FAMILIA SUPERMERCADO,268,44891.95,167.51,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER NORDESTE LJ11,289,44877.45,155.29,2026-02-01 00:00:00,2026-02-01 00:00:00
MOTA SUPERMERCADOS,351,44874.56,127.85,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA DE CARNES SANTA LUZIA,269,44859.85,166.77,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCOLOMBO LOBATO,360,44853.22,124.59,2026-02-01 00:00:00,2026-02-01 00:00:00
DONA LOURDES SUPERMERCADO,279,44847.82,160.74,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DA ILHA,285,44821.62,157.27,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS RODRIGUES LJ3,377,44819.29,118.88,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO JUCY MARATAIZES,339,44809.95,132.18,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DOISIRMAOSGBA02 LJ7,346,44809.37,129.51,2026-02-01 00:00:00,2026-02-01 00:00:00
COOPER A1 LJ41,295,44805.91,151.88,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ATLANTICO RO,289,44801.9,155.02,2026-02-01 00:00:00,2026-02-01 00:00:00
SANTA CLARA SUPERMERCADO 88,288,44792.4,155.53,2026-02-01 00:00:00,2026-02-01 00:00:00
BRANDAO SUPERMERCADOS,520,44771.11,86.1,2026-02-01 00:00:00,2026-02-01 00:00:00
VILA 1 CURSINO,292,44762.65,153.3,2026-02-01 00:00:00,2026-02-01 00:00:00
NOVO RUMO SUPERMERCADO,484,44757.69,92.47,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERFRICARNES LJ1,276,44723.67,162.04,2026-02-01 00:00:00,2026-02-01 00:00:00
NOSSA KAZA 10,227,44713.39,196.98,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MARAUTO,393,44706.6,113.76,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DIA DIA LJ1,217,44690.12,205.95,2026-02-01 00:00:00,2026-02-01 00:00:00
PRADO E MIRANDA LJ2,453,44686.41,98.65,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO LACERDA 3,382,44675.77,116.95,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RIOS,483,44670.62,92.49,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO REAL LJ3,355,44668.8,125.83,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP SANTA ISABEL BICAS,187,44663.09,238.84,2026-02-01 00:00:00,2026-02-01 00:00:00
VIVENCI SUPERMERCADO LJ 5,216,44654.42,206.73,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE MULTI MARKET LJ1,222,44649.93,201.13,2026-02-01 00:00:00,2026-02-01 00:00:00
SERV BEM 1,343,44644.42,130.16,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER NOVO,521,44643.73,85.69,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DM,212,44627.39,210.51,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP ITAMONTE FILIAL LJ2,352,44613.83,126.74,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DGON LJ3,232,44612.95,192.3,2026-02-01 00:00:00,2026-02-01 00:00:00
ALANA HIPERMERCADOS 2,312,44605.7,142.97,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DRUZIKI I,378,44603.73,118.0,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MADI MORADA DO VALE LJ4,251,44576.18,177.59,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FELIX,471,44561.61,94.61,2026-02-01 00:00:00,2026-02-01 00:00:00
COOPERATIVA REGIONAL ITAIPU LJ3,238,44553.76,187.2,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ELDORADO LJ4,421,44550.21,105.82,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MARTINS CARDOSO,262,44549.82,170.04,2026-02-01 00:00:00,2026-02-01 00:00:00
VILA 7 GUATAS,248,44545.56,179.62,2026-02-01 00:00:00,2026-02-01 00:00:00
TRIPLE BOM SUPERMERCADO,279,44532.36,159.61,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS CHAMA NAVIRAI FILIAL 001,389,44520.92,114.45,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO UNIVERSE,323,44509.56,137.8,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BOM DIA LJ2,307,44508.03,144.98,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MINAS BRASIL,354,44500.84,125.71,2026-02-01 00:00:00,2026-02-01 00:00:00
EFE ELE COMERCIO,392,44483.96,113.48,2026-02-01 00:00:00,2026-02-01 00:00:00
PRODUTOR SUPERMERCADO LJ6,276,44472.21,161.13,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CRISPIANO,259,44462.36,171.67,2026-02-01 00:00:00,2026-02-01 00:00:00
M E MELO SUPERMERCADO,389,44441.53,114.25,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO KRUGER,322,44433.15,137.99,2026-02-01 00:00:00,2026-02-01 00:00:00
CARRO CHEFE LJ 5,305,44423.03,145.65,2026-02-01 00:00:00,2026-02-01 00:00:00
RIBEIRO E GEGOSKI SUPERMERCADO LJ1,340,44420.79,130.65,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA BRANCA SUPERMERCADO,314,44420.08,141.47,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADAO DOS PRECOS BAIXOS LJ3,309,44417.7,143.75,2026-02-01 00:00:00,2026-02-01 00:00:00
COML ALIMENTOS HOFART,360,44414.66,123.37,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RIO DO SUL 4,388,44407.26,114.45,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PAULISTA 2,221,44401.93,200.91,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO POMAR LJ06,249,44401.75,178.32,2026-02-01 00:00:00,2026-02-01 00:00:00
NAVILA SUPERMERCADO,236,44395.59,188.12,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP PRIMOS 1,312,44393.84,142.29,2026-02-01 00:00:00,2026-02-01 00:00:00
NINKI SUPERMERCADOS LJ1,265,44377.02,167.46,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MASCARELLO,326,44373.32,136.11,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO NIPPO,350,44370.93,126.77,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO VALDENICE,364,44368.33,121.89,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MENEGAS LJ1,305,44338.09,145.37,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER REZENDE,266,44335.53,166.67,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER KIKO,272,44326.65,162.97,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAO GERALDO LJ2,338,44318.38,131.12,2026-02-01 00:00:00,2026-02-01 00:00:00
HORT FRUT SOARES 1,237,44309.12,186.96,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADAO SANTA ISABEL 1 STYLLUS LJ4,289,44307.52,153.31,2026-02-01 00:00:00,2026-02-01 00:00:00
VERDEJANTES SAO LUIS DO QUITUNDE,326,44304.72,135.9,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CAMPEIRO,392,44299.91,113.01,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MUTIRAO DE GUAIRA LJ2,337,44286.61,131.41,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SCALA,220,44279.57,201.27,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER CAUCAIA 2,272,44276.47,162.78,2026-02-01 00:00:00,2026-02-01 00:00:00
DE CASA LJ13,200,44267.22,221.34,2026-02-01 00:00:00,2026-02-01 00:00:00
FERREIRA SUPERMERCADOS XXIV LJ24,356,44244.91,124.28,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS RONDELLI 111,356,44193.37,124.14,2026-02-01 00:00:00,2026-02-01 00:00:00
NOSSA KASA SUPERMERCADOS 12,229,44175.57,192.91,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER ECONOMIX SAO LEOPOLDO,371,44170.7,119.06,2026-02-01 00:00:00,2026-02-01 00:00:00
CLASSIBON ATACAREJO,185,44166.19,238.74,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CONRADINHO,312,44165.26,141.56,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MEDEIROS LJ2,318,44157.07,138.86,2026-02-01 00:00:00,2026-02-01 00:00:00
CARLIM SUPERMERCADOS LJ6,278,44155.55,158.83,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERFRIGO,266,44146.03,165.96,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CENTRAL LJ5,289,44141.37,152.74,2026-02-01 00:00:00,2026-02-01 00:00:00
LUCAS SUPERMERCADO,279,44129.79,158.17,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CENTRAL DE ALIMENTOS,362,44128.96,121.9,2026-02-01 00:00:00,2026-02-01 00:00:00
CESTAO DA ECONOMIA ILHEUS 2,283,44107.68,155.86,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PAIZANTE,248,44106.63,177.85,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO QZ LJ4,182,44095.44,242.28,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FRAZAO,258,44086.27,170.88,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FAMILIA ANDRADE LJ1,399,44074.75,110.46,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS ZORNITTA LJ1,292,44069.59,150.92,2026-02-01 00:00:00,2026-02-01 00:00:00
LIRA SUPERMERCADOS LJ10,352,44056.69,125.16,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA ALVORADA,564,44041.15,78.09,2026-02-01 00:00:00,2026-02-01 00:00:00
LIDER SUPERMERCADO LJ1,352,44032.83,125.09,2026-02-01 00:00:00,2026-02-01 00:00:00
REAL MINI MERCADO,476,44024.87,92.49,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL MIX,388,44017.2,113.45,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ROSALINA 3,318,44015.39,138.41,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ZEBU LJ1,282,44015.22,156.08,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MALAQUIAS,267,43997.83,164.79,2026-02-01 00:00:00,2026-02-01 00:00:00
SOMAR SUPERMERCADOS DIVINOPOLIS,173,43974.57,254.19,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO AVANZI,495,43966.53,88.82,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER RMC,370,43954.44,118.8,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MAIS VOCE VILA MARISTELA,505,43941.24,87.01,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BOA COMPRA 2,253,43934.21,173.65,2026-02-01 00:00:00,2026-02-01 00:00:00
SEMPRE PRATICO,336,43929.63,130.74,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP CICERO LJ1,301,43915.36,145.9,2026-02-01 00:00:00,2026-02-01 00:00:00
HIPER CENTRAL,445,43904.86,98.66,2026-02-01 00:00:00,2026-02-01 00:00:00
STOKLAR SUPERMERCADOS LJ1,302,43895.67,145.35,2026-02-01 00:00:00,2026-02-01 00:00:00
Q LUZ SUPERMERCADOS 6,348,43891.34,126.12,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERBOM SUPERMERCADO LJ7,399,43880.22,109.98,2026-02-01 00:00:00,2026-02-01 00:00:00
MILA SUPERMERCADO,438,43874.25,100.17,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO HF,378,43836.27,115.97,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MANAIN 3,303,43819.91,144.62,2026-02-01 00:00:00,2026-02-01 00:00:00
